Name,Address,Manufacturer_state,Number,URL,Employees,Description,Capabilities_Overall
"Dangar Engineering & Mfg., Inc.","Newbury Park, CA 91320 ",CA,805-376-2974,http://www.dangar.com/,Oct-49,"Company Description by Thomasnet
Specialists in CNC machining of large precision parts, tooling, prototypes & production parts. Designer & fabricator of tools including compression tools, drill, mill, check, vacuum & inspection fixtures, jigs, stamping dies, molds. Involved in fabrication of aircraft, aerospace, automotive, marine & military components, assemblies & architectural metal products. Services include CAD/CAM services, reverse engineering & 3D digitizing, casting, welding, scanning & layout inspection, laser calibration & composite parts machining.
","['Additive Manufacturing', 'Aircraft Parts', 'Airframes', 'Aluminum', 'Assemblies', 'Assembly Machinery', 'Automotive Parts', 'Bonders', 'Boring Services', 'Brackets', 'Calibration Services', 'Carbon', 'Casting Services', 'Cavities', 'Clay', 'Composites', 'Contactors', 'Contractors', 'COVID-19 Response', 'Cutting Services', 'Dies', 'Digitizers', 'Digitizing Services', 'Dollies', 'Drafting Services', 'Drilling Services', 'Electrodes', 'Engineering Services', 'Extruding Equipment', 'Fabrication Services', 'Fittings', 'Fixtures', 'Forging Services', 'Forming Services', 'Hinges', 'Inspection Equipment', 'Inspection Services', 'Jigs', 'Lathes', 'Machinery Parts', 'Machining', 'Maintenance and Repair Services', 'Manufacturing Services', 'Medical Components', 'Medical Equipment', 'Medical Products and Hospital Equipment', 'Milling Services', 'Models', 'Molding Services', 'Molds', 'Patterns', 'Pipes', 'Plastics', 'Prototyping Services', 'Reinforcements', 'Research, Design and Development Services', 'Routing Services', 'Spacecraft', 'Structures', 'Tier 2 Medical Mfg. Supplies, Materials, Components & Services', 'Tool and Die Services', 'Tooling', 'Tools', 'Trimmers', 'Welding Services', 'Wood Parts']"
"JC Precision Machining, Inc. - JCPM","Rancho Cucamonga, CA 91730 ",CA,909-484-9040,http://www.jcpm-inc.com,Not Available,"Company Description by Thomasnet
Machining services for commercial and military aviation parts. Services include Design and Engineering, Production, Quality Control, Hardware Installations and Prototypes.
","['Additive Manufacturing', 'CAD / CAM Systems', 'Casting Services', 'Consulting Services', 'Engineering Services', 'Integration Services', 'Machining', 'Milling Services', 'Software', 'Testing Services', 'Turning Services']"
"Excelsior Metals, Inc.","_Fresno, CA 93727 ",CA,559-346-0932,https://www.excelsiormetals.com/,Not Available,"Company Description by Thomasnet
Custom manufacturer of heavy components and assemblies. Capabilities include laser and plasma cutting, assembly, fabrication, rolling, shearing, sawing, forming, punching, welding and machining.
","['Cutting Services', 'Fabrication Services']"
"Ramtech Mfg., Inc.","Oceanside, CA 92056 ",CA,760-421-0280,http://www.ramtech-cnc.com/,9-Jan,"Company Description by Thomasnet
CNC milling services.
","['Machining', 'Milling Services', 'Prototyping Services']"
SD Prototypes Manufacturing Solutions Inc.,"San Diego, CA 92121 ",CA,858-549-9501,http://www.sdprototypes.com,9-Jan,"Company Description by Thomasnet
Specializing prototype manufacturing services. Capabilities include machining, blasting, grinding, deburring, milling, drilling and finishing services.
","['Drilling Services', 'Fabrication Services', 'Machining', 'Milling Services', 'Prototyping Services', 'Turning Services']"
"Wmc Precision Machining & Grinding, Inc.","Santa Fe Springs, CA 90670 ",CA,562-921-2400,http://wmcprototype.weebly.com/,Oct-49,"Company Description by Thomasnet
Precision CNC machining services for aerospace sectors. Capabilities include CNC milling, band sawing and honing services. Grinding services are also available.
","['Cutting Services', 'Grinding Services', 'Lapping Services', 'Machining', 'Milling Services']"
"Superior Jig, Inc.","Anaheim, CA 92801 ",CA,714-525-4777,http://superiorjiginc.com/,Oct-49,"Company Description by Thomasnet
Manufacturer Of Tools, Dies
","['Fixtures', 'Jigs', 'Machining', 'Milling Services', 'Research, Design and Development Services', 'Tool and Die Services']"
Danvo Machining Company,"Santa Ana, CA 92705 ",CA,714-751-1401,http://www.danvomachiningcompany.com,Oct-49,"Company Description by Thomasnet
Machine Work Service
","['Fabrication Services', 'Machinery Parts', 'Machining', 'Milling Services', 'Turning Services']"
"Shenk Machinery Company, Inc.","Los Altos, CA 94024 ",CA,650-766-7264,http://www.shenkmachinery.com/,Not Available,"Company Description by Thomasnet
Machine shop specializing in CNC machining. Capabilities include ultra-precision turning, milling, routing and grinding services.
","['Machining', 'Milling Services', 'Routing Services', 'Turning Services']"
General Forming Corporation,"Torrance, CA 90505 ",CA,310-326-0624,http://www.generalformingcorporation.com/,Oct-49,"Company Description by Thomasnet
Manufacturer Of Aircraft Equipment, Parts & Supplies; Metal Forming Service
","['Aircraft Parts', 'Forming Services', 'Missiles']"
Cam-Tech Corp.,"Irvine, CA 92618 ",CA,949-263-8911,http://www.camtechcorp.com,50-99,"Company Description by Thomasnet
Machine Work Service
","['Blades', 'Housings', 'Machining', 'Propellers', 'Valves']"
"A & V Engineering, Inc.","Rancho Dominguez, CA 90220 ",CA,310-637-9906,http://www.aandveng.com,Oct-49,"Company Description by Thomasnet
Machine Work
","['Machining', 'Milling Services', 'Turning Services']"
"Absolute Precision Machining, Inc.","Anaheim, CA 92801 ",CA,714-446-0352,http://www.absoluteprecisionmachining.com,9-Jan,"Company Description by Thomasnet
Precision metal and machining fabrication services for commercial, aircraft, and aerospace prototype and production. Capabilities include CNC vertical milling and lathe work.
","['Fabrication Services', 'Machining', 'Prototyping Services']"
MG Swiss,"Montclair, CA 91763 ",CA,866-437-4722,http://mgswiss.com/index.htm,9-Jan,"Company Description by Thomasnet
Custom CNC swiss machining manufacturing. Industries served include medical, aircraft, aerospace, and electronics industries. MIL-I-STD-45208,  MIL-STD-105,  MIL-Q-985, and  MIL-STD-4566 compliant.
","['Fabrication Services', 'Machining']"
"GCN Supply, LLC","Upland, CA 91786 ",CA,909-232-4466,https://www.gcnsupply.com/,Not Available,"Company Description by Thomasnet
Job shop services provided. Capabilities include die cutting, slitting, molding and fabrication. Additional services include laminating, rotary converting and packaging.
","['COVID-19 Response', 'Cutting Services', 'Fabrication Services', 'Forming Services', 'Medical Personal Protective Equipment (PPE)', 'Molding Services', 'Shielding', 'Slitting Services']"
"Paragon Precision, Inc","Valencia, CA 91355 ",CA,661-257-1380,http://www.paragon-precision.com,Oct-49,"Company Description by Thomasnet
5-Axis Machining Of Turbomachinery Components: Impellers, Blisks, Stators, Diffusers; Multi-Spindle Milling & Grinding Of Compressor & Turbine Blades & Vanes
","['Aircraft Parts', 'Blades', 'Machining', 'Milling Services', 'Turning Services']"
"Steico Industries, Inc","Oceanside, CA 92056 ",CA,760-438-8015,Http://www.steicoindustries.com,50-99,"Company Description by Thomasnet
Manufacturer Of Precision Tube & Welded Assemblies For The Aerospace, Medical, & High-tech Industries. Also Offers Cnc Tube Bending, Inspection, & Pressure Testing Services.
","['Additive Manufacturing', 'Assemblies', 'Bending Services', 'Cutting Services', 'Fabrication Services', 'Machining', 'Prototyping Services', 'Tube Fabrication and Bending Services']"
Vandyke Fabrication,"Rocklin, CA 95677 ",CA,Not Available,Not Available,9-Jan,"Company Description by Thomasnet
Manufacturer: Stainless Steel; Service: Precision Sheet Metal Work
","['Cutting Services', 'Fabrication Services', 'Machining', 'Prototyping Services', 'Punching Services', 'Steel', 'Turning Services', 'Welding Services']"
Western Screw Products Inc.,"Santa Fe Springs, CA 90670 ",CA,562-698-5793,http://westernscrew.com/,50-99,Not Available,"['Machining', 'Turning Services']"
JL Precision,"San Jose, CA 95131 ",CA,408-727-6633,http://www.jlprecision.com,Not Available,"Company Description by Thomasnet
Custom manufacturer of metal parts. Capabilities include CNC machining, milling, turning, sawing, punching, shearing, laser cutting, sheet metal fabrication and contract manufacturing services.
","['Cutting Services', 'Enclosures', 'Fabrication Services', 'Forming Services', 'Machining', 'Manufacturing Services', 'Milling Services', 'Punching Services', 'Stamping Services', 'Turning Services']"
AD Fabrication,"LaVerne, CA 91750 ",CA,951-545-9802,http://www.adfabrication.com,9-Jan,"Company Description by Thomasnet
Machining and fabrication services. Capabilities include CNC and conventional machining, sheet metal fabrication, laser cutting, forming, prototyping, assembly and welding.
","['Cutting Services', 'Fabrication Services', 'Forming Services', 'Machining', 'Prototyping Services', 'Welding Services']"
Cardona MFG,"Burbank, CA 91504 ",CA,818-841-8358,http://www.cardonamfg.com,Oct-49,"Company Description by Thomasnet
General contracting machine work service
",['Machining']
"Screwmatic, Inc.","Azusa, CA 91702 ",CA,626-334-7831,http://www.screwmaticinc.com,50-99,"Company Description by Thomasnet
Manufacturer Of Machine Parts
",['Machinery Parts']
Micron Machine Co.,"Poway, CA 92064 ",CA,858-486-5900,http://micronmachine.com/,Oct-49,"Company Description by Thomasnet
Machine Work Service
","['Fabrication Services', 'Machining']"
Navartech,"Oxnard, CA 93036 ",CA,805-320-9210,http://www.navartech.com/,9-Jan,"Company Description by Thomasnet
CNC machining services for industrial, commercial and aerospace sectors. Capabilities include milling, turning, fabrication, lathe work, EDM, and MIG welding.
","['Fabrication Services', 'Machining', 'Milling Services', 'Turning Services', 'Welding Services']"
"Eaton Precision Machining, Inc.","Milpitas, CA 95035 ",CA,408-262-2772,http://www.cnc-machining.com,Not Available,Not Available,"['Machining', 'Milling Services', 'Turning Services']"
"Golden Bay Machining, Inc","San Jose, CA 95131 ",CA,408-943-9299,Http://www.goldenbaymachining.com,9-Jan,"Company Description by Thomasnet
Cnc Milling, Turning & Machining.
","['Machining', 'Milling Services', 'Prototyping Services', 'Turning Services']"
"Heighten America, Inc.","Oakdale, CA 95361 ",CA,209-845-0455,http://hi10usa.com/,Oct-49,"Company Description by Thomasnet
Precision Machine Shop Services. Services Include Engraving, Riveting, Sand Balsting, Shearing, Brazing, Anodizing & More.
","['Grinder Parts', 'Machining', 'Milling Services', 'Tooling', 'Turning Services']"
"Engineered Precision, Inc","Costa Mesa, CA 92626 ",CA,714-540-0900,Http://www.engineeredprecision.com,9-Jan,"Company Description by Thomasnet
A Machine Shop Serving The Defense, Aerospace, Medical & Pump Industries.
","['Casting Services', 'Grinder Parts', 'Machining', 'Milling Services', 'Turning Services']"
Kalman Manufacturing,"Morgan Hill, CA 95037 ",CA,408-776-7664,http://www.kalman.com,Oct-49,"Company Description by Thomasnet
Custom manufacturer of precision machined parts. Capabilities include precision CNC machining, turning, milling, wire EDM, lathe work, prototyping and assembly.
","['Machining', 'Milling Services', 'Prototyping Services', 'Turning Services']"
Anwright Corporation,"Pacoima, CA 91331 ",CA,818-896-2465,http://www.toolingballs.com,Oct-49,"Company Description by Thomasnet
Manufacturer Of Screw Machine Products
","['Drilling Services', 'Machining', 'Milling Services', 'Turning Services']"
"Bronze Age Metal Design, Inc.","Inglewood, CA 90304 ",CA,310-823-0499,http://www.bronzeagemetal.com,Not Available,"Company Description by Thomasnet
Architectural metal fabrication solutions provided. Capabilities include CNC machining, metal forming, bending, cutting and welding. Finishing services also available.
","['Bending Services', 'Cutting Services', 'Fabrication Services', 'Forming Services', 'Machining']"
Fictiv,"San Francisco, CA 94107 ",CA,415-580-2509,https://www.fictiv.com,9-Jan,"Company Description by Thomasnet
Custom manufacturer providing 3D printing and CNC  services. Other services include rapid prototyping, milling and turning.
","['Additive Manufacturing', 'Casting Services', 'COVID-19 Response', 'Hobbing Services', 'Machining', 'Medical Personal Protective Equipment (PPE)', 'Milling Services', 'Molding Services', 'Plastics', 'Prototyping Services', 'Shielding', 'Turning Services']"
"Royal Manufacturing Industries, Inc.","Santa Ana, CA 92707 ",CA,714-668-9199,http://www.royalmfgind.com,Oct-49,"Company Description by Thomasnet
Manufacturer of sheet metal fabrications, stampings, CNC turret press, laser; CNC punching, pressing, forming, sawing, shearing, bending, welding, machining, metal spinning, drawing service
","['Aluminum', 'Baskets', 'Benches', 'Benders', 'Bending Services', 'Boxes', 'Cabinets', 'Caps', 'Chassis', 'Cleanroom Equipment', 'Containers', 'Cutters and Cutting Machinery', 'Cutting Services', 'Deburring / Deflashing Services', 'Dies', 'Displays', 'Disposal Equipment', 'Enclosures', 'Fabrication Services', 'Filters', 'Finishing Services', 'Forming Services', 'Guards', 'Job Shop Services', 'Ladders', 'Lighting Components', 'Lights', 'Machining', 'Maintenance and Repair Services', 'Metal Spinning Services', 'Metals', 'Milling Services', 'Mixers', 'Mouldings', 'Plastics', 'Plates', 'Presses', 'Prototyping Services', 'Punching Services', 'Purifiers', 'Shelves and Shelving', 'Spacecraft', 'Stamping Services', 'Standoffs and Spacers', 'Steel', 'Tanks', 'Tool and Die Services', 'Tool Boxes, Chests and Cabinets', 'Tools', 'Treatment Equipment', 'Trucks and Carts', 'Tube Fabrication and Bending Services', 'Tubes', 'Washers', 'Welding Services']"
Swift Fab,"Gardena, CA 90248 ",CA,310-366-7295,Http://www.swiftfab.com,Oct-49,"Company Description by Thomasnet
Sheet Metal Fabricators Of Products Such As Chassis, Panels, Brackets, Heat Sinks & Bus Bars.
","['Brackets', 'Chassis', 'Cutting Services', 'Fabrication Services', 'Machining', 'Punching Services', 'Turning Services', 'Welding Services']"
"Gentec Manufacturing, Inc.","San Jose, CA 95131 ",CA,408-432-6220,http://www.gentecmfg.com,Oct-49,"Company Description by Thomasnet
Precision Components Machining Service
","['Assemblies', 'Machinery', 'Machining', 'Milling Services', 'Process Machinery', 'Processors']"
Buddy Bar Casting,"South Gate, CA 90280 ",CA,562-861-9664,http://www.buddybarcasting.com,50-99,"Company Description by Thomasnet
Manufacturer Of Aluminum Castings
","['Casting Services', 'Machining', 'Milling Services']"
"ADC Enterprises, Inc.","Orange, CA 92867 ",CA,714-639-3054,https://www.automateddrillingco.com/,Not Available,"Company Description by Thomasnet
Precision drilling services specializing in lock wire hole drilling for the aerospace fluid fitting industry.
","['Centers', 'Drilling Services', 'Machining']"
Barrel Service Co.,"San Marcos, CA 92078 ",CA,760-744-2122,http://www.barrelservice.com,Oct-49,"Company Description by Thomasnet
CNC Machine Shop, Manufacturer Hose Couplings & Hardened Steel
","['Bushings', 'Couplers and Couplings', 'Machining']"
